Transaction_Id,Merchant_Id,Merchant_Name,Product_Category,Transaction_Fees,Transaction_Status,Product_Amount
FB15C1DA,MERCH_0926,MakeMyTrip,Hotel Booking,48.62,Successful,5115.18
13AA440C,MERCH_0324,BSNL,Mobile Recharge,30.11,Successful,1732.21
FD818D22,MERCH_0428,Mumbai Water,Water Bill,11.18,Successful,9506.93
D93C9BE7,MERCH_0774,Coursera,Education Fee,13.32,Successful,2301.71
58D61E14,MERCH_0835,BSNL,Mobile Recharge,27.31,Successful,8011.37
12ED8D22,MERCH_0878,Jio,Mobile Recharge,42.7,Successful,5714.49
715ACD61,MERCH_0883,Indraprastha Gas,Gas Bill,40.27,Successful,7068.6
64571B6E,MERCH_0356,Unacademy,Education Fee,17.7,Successful,2552.28
3F053641,MERCH_0163,MakeMyTrip,Flight Booking,33.81,Successful,4929.03
40E89260,MERCH_0302,Gujarat Gas,Gas Bill,25.18,Successful,4623.8
87074FD8,MERCH_0436,AbhiBus,Bus Ticket,25.35,Successful,9515.78
7F5F92CF,MERCH_0330,Paytm Bus,Bus Ticket,35.7,Successful,9992.23
3E1E6004,MERCH_0329,BSNL,Mobile Recharge,20.59,Successful,6964.77
AA635553,MERCH_0726,INOX,Movie Ticket,5.0,Successful,8117.41
284A8797,MERCH_0593,Rapido,Taxi Fare,38.36,Pending,1509.84
2A04D896,MERCH_0572,Chennai Metro Water,Water Bill,1.34,Successful,1729.65
8794E932,MERCH_0389,Rapido,Taxi Fare,34.27,Successful,856.16
72138383,MERCH_0956,ACT Fibernet,Internet Bill,48.97,Successful,1110.26
8EF91F74,MERCH_0258,Fab Hotels,Hotel Booking,24.31,Successful,416.31
7D8C8A50,MERCH_0095,Jio,Mobile Recharge,43.88,Successful,1364.15
6B0F2603,MERCH_0881,Airtel Broadband,Internet Bill,30.32,Failed,1906.92
4DED9853,MERCH_0585,Domino's,Food Delivery,47.09,Successful,2221.47
FB934C08,MERCH_0611,Uber Eats,Food Delivery,27.45,Successful,8375.5
BD2EB632,MERCH_0865,Udemy,Education Fee,7.17,Successful,5035.41
143F29DF,MERCH_0254,MakeMyTrip,Flight Booking,11.02,Successful,2306.39
2FDAC6DC,MERCH_0568,ACT Fibernet,Internet Bill,16.23,Successful,9523.22
636B368A,MERCH_0707,Paytm Bus,Bus Ticket,3.31,Successful,1084.04
2EE3D4EA,MERCH_0645,Nykaa,Online Shopping,24.61,Successful,1742.89
0C181F65,MERCH_0134,OYO Rooms,Hotel Booking,28.77,Pending,4517.22
A376A754,MERCH_0556,Amazon,Online Shopping,4.83,Successful,30.09
F81BE55E,MERCH_0286,HDFC Life,Insurance Premium,36.11,Successful,9618.29
9A0ED955,MERCH_0703,Netflix,Streaming Service,12.39,Successful,5070.92
603F3BA0,MERCH_0091,Zomato,Food Delivery,14.17,Successful,6946.91
54B6A534,MERCH_0539,Hyderabad Water Board,Water Bill,10.32,Successful,7934.5
D511215A,MERCH_0412,HDFC Bank,Loan Repayment,45.76,Successful,6604.06
5FB1040E,MERCH_0216,HDFC Bank,Loan Repayment,20.51,Successful,270.29
3C952624,MERCH_0810,Adani Gas,Gas Bill,14.53,Pending,6844.8
E6D4EF99,MERCH_0871,Uber,Taxi Fare,42.02,Successful,4311.29
4EEA0FA4,MERCH_0007,Max Life,Insurance Premium,4.29,Successful,8214.33
A1084AC4,MERCH_0155,BSES,Electricity Bill,2.49,Successful,7260.43
5E5BEC94,MERCH_0119,Shoppers Stop,Gift Card,36.81,Successful,1451.53
4A8D1440,MERCH_0498,RedBus,Bus Ticket,23.79,Successful,8350.99
278256F8,MERCH_0615,SPI Cinemas,Movie Ticket,30.93,Successful,4699.13
0922238C,MERCH_0762,Chennai Metro Water,Water Bill,43.79,Successful,988.97
3658B2A6,MERCH_0343,EaseMyTrip,Flight Booking,12.04,Successful,755.39
A098B20E,MERCH_0030,Goibibo,Bus Ticket,23.29,Successful,9560.52
BFAEC798,MERCH_0440,Hathway,Internet Bill,34.1,Successful,514.18
C919AF01,MERCH_0807,Vodafone,Mobile Recharge,44.8,Successful,5695.61
B10A997E,MERCH_0239,Axis Bank,Loan Repayment,47.36,Successful,8617.75
0824F8B7,MERCH_0856,Nestaway,Rent Payment,14.33,Successful,2285.33
0846D700,MERCH_0909,Gujarat Gas,Gas Bill,46.42,Successful,3951.77
3B7D9CCD,MERCH_0500,Rapido,Taxi Fare,22.29,Successful,1626.47
58A27C54,MERCH_0925,BSNL Broadband,Internet Bill,9.85,Successful,9651.87
C06D546E,MERCH_0993,CESC,Electricity Bill,47.33,Successful,577.85
0E89C8EE,MERCH_0139,BSNL,Mobile Recharge,42.03,Successful,6421.86
888C2A00,MERCH_0128,Meru,Taxi Fare,7.43,Successful,7306.39
AACB5324,MERCH_0216,Flipkart,Gift Card,34.12,Successful,9994.83
6B9E1E65,MERCH_0749,Shoppers Stop,Gift Card,3.0,Successful,723.56
43E3E2A6,MERCH_0526,BSES,Electricity Bill,3.07,Successful,6740.25
BA1F953E,MERCH_0854,RedBus,Bus Ticket,41.85,Successful,7348.86
ECD65A55,MERCH_0691,Grofers,Grocery Shopping,37.38,Successful,6879.93
82E77091,MERCH_0583,BSNL Broadband,Internet Bill,14.33,Successful,6701.65
EC9F18A0,MERCH_0278,Reliance Energy,Electricity Bill,13.39,Successful,8916.27
A32F6789,MERCH_0432,Housing.com,Rent Payment,38.17,Successful,8199.73
E19DF669,MERCH_0735,Cinepolis,Movie Ticket,44.22,Successful,4999.97
EC3A47A0,MERCH_0184,Ola,Taxi Fare,40.4,Successful,4512.26
1C3C6AC9,MERCH_0316,Gujarat Gas,Gas Bill,42.47,Successful,5816.81
CC935677,MERCH_0323,OYO Life,Rent Payment,17.89,Successful,6218.1
3E23DE9D,MERCH_0395,SBI,Loan Repayment,6.59,Successful,5758.14
4173CB8C,MERCH_0799,PUBG Mobile,Gaming Credits,21.07,Pending,7038.81
CD7F659B,MERCH_0281,Paytm Bus,Bus Ticket,39.78,Successful,1694.62
B70F8B02,MERCH_0353,MakeMyTrip Bus,Bus Ticket,40.88,Successful,856.71
43627095,MERCH_0140,Mumbai Water,Water Bill,38.5,Successful,6944.13
CE3FE22F,MERCH_0095,Domino's,Food Delivery,45.88,Successful,5343.78
132C6632,MERCH_0255,Coursera,Education Fee,23.3,Successful,5592.73
82D17921,MERCH_0233,Axis Bank,Loan Repayment,27.17,Successful,619.11
CED17072,MERCH_0651,AbhiBus,Bus Ticket,41.21,Successful,2524.01
DDE750B0,MERCH_0220,OYO Life,Rent Payment,10.1,Successful,8524.76
5674892A,MERCH_0529,Jio Fiber,Internet Bill,7.23,Successful,9001.14
7738DA57,MERCH_0288,Paytm Bus,Bus Ticket,0.66,Pending,7791.18
006E1B8E,MERCH_0736,Airtel Broadband,Internet Bill,20.39,Successful,9944.88
1CBAA2FC,MERCH_0436,Nature's Basket,Grocery Shopping,46.4,Successful,6267.61
F8B4B3F1,MERCH_0296,Paytm Bus,Bus Ticket,0.59,Successful,6443.24
31ACB3F0,MERCH_0872,Flipkart,Online Shopping,3.01,Successful,8033.89
BCE627C9,MERCH_0637,BSNL Broadband,Internet Bill,41.97,Successful,7802.91
3515B5FF,MERCH_0842,EaseMyTrip,Flight Booking,39.08,Successful,8236.53
D92BBFF1,MERCH_0046,Airtel Broadband,Internet Bill,47.75,Failed,8608.59
60D51D89,MERCH_0860,Amazon,Online Shopping,0.21,Successful,2506.91
2947F5EC,MERCH_0289,AbhiBus,Bus Ticket,35.74,Successful,7556.33
E8C5DC50,MERCH_0076,Rapido,Taxi Fare,31.43,Successful,2205.52
D3730565,MERCH_0344,CESC,Electricity Bill,39.9,Successful,1638.09
4C5783B0,MERCH_0447,Bajaj Finserv,Loan Repayment,44.77,Successful,8845.73
F2FA92ED,MERCH_0350,Yatra,Flight Booking,35.14,Successful,3470.38
09DD020E,MERCH_0603,Minecraft,Gaming Credits,47.82,Successful,1303.34
E53A1F07,MERCH_0737,Adani Gas,Gas Bill,45.94,Successful,2769.1
4.71E+11,MERCH_0047,Grofers,Grocery Shopping,11.52,Successful,1850.45
113B5B06,MERCH_0275,AbhiBus,Bus Ticket,9.99,Successful,760.53
AC97E2FB,MERCH_0340,Rapido,Taxi Fare,34.99,Successful,1716.12
A1A451E5,MERCH_0599,OYO Rooms,Hotel Booking,21.95,Successful,8790.76
C8945D91,MERCH_0011,Ola,Taxi Fare,24.36,Successful,8714.26
A795E386,MERCH_0147,Meru,Taxi Fare,36.87,Successful,8107.77
5498620F,MERCH_0358,Max Life,Insurance Premium,17.02,Successful,5548.07
5F9105A1,MERCH_0901,Nykaa,Online Shopping,3.44,Successful,7315.2
E8B210FF,MERCH_0043,Myntra,Online Shopping,22.04,Successful,3195.35
FBDCAB72,MERCH_0440,Udemy,Education Fee,20.25,Successful,2457.64
43563E5E,MERCH_0075,Carnival Cinemas,Movie Ticket,17.23,Successful,7495.86
182FBF89,MERCH_0689,MakeMyTrip Bus,Bus Ticket,40.33,Successful,4339.01
235A52FC,MERCH_0580,Ixigo,Flight Booking,41.83,Successful,243.25
6529232F,MERCH_0306,BYJU'S,Education Fee,13.94,Successful,5520.36
8C14C16F,MERCH_0666,Bharat Gas,Gas Bill,41.18,Successful,4313.2
3EA289BC,MERCH_0135,Mahanagar Gas,Gas Bill,18.71,Successful,6057.8
EF290A2B,MERCH_0956,Call of Duty Mobile,Gaming Credits,42.4,Successful,7352.18
781DC4A0,MERCH_0451,Nestaway,Rent Payment,15.92,Successful,3377.5
247D9B43,MERCH_0162,Airtel Broadband,Internet Bill,25.67,Successful,3419.93
8069EBF9,MERCH_0711,Vodafone,Mobile Recharge,40.61,Failed,5905.77
BD7C8C16,MERCH_0789,Nature's Basket,Grocery Shopping,8.53,Successful,9527.45
1EB07FBB,MERCH_0210,MakeMyTrip Bus,Bus Ticket,21.06,Successful,4613.52
F6BB75BA,MERCH_0453,EaseMyTrip,Flight Booking,27.03,Successful,5367.72
9FF16571,MERCH_0226,HDFC Bank,Loan Repayment,17.57,Successful,8373.73
A119477E,MERCH_0297,Amazon Pay,Gift Card,3.14,Successful,4376.52
3321BA43,MERCH_0524,Bharat Gas,Gas Bill,34.4,Successful,8546.38
7429FA7B,MERCH_0998,Goibibo,Bus Ticket,22.5,Successful,5946.52
8D813EC7,MERCH_0501,BSNL Broadband,Internet Bill,35.74,Successful,6633.6
B0F2D0D0,MERCH_0647,Pantaloons,Gift Card,10.57,Successful,7231.31
181C2872,MERCH_0938,Mumbai Water,Water Bill,30.01,Successful,7107.09
EBCA27FE,MERCH_0503,Uber,Taxi Fare,49.95,Successful,3999.32
B873FE8C,MERCH_0609,Idea,Mobile Recharge,29.27,Successful,9392.57
4CE9217F,MERCH_0111,Hathway,Internet Bill,45.66,Successful,1237.04
FEC16F37,MERCH_0612,HDFC Life,Insurance Premium,17.7,Successful,1030.13
F5FF3D6B,MERCH_0038,MakeMyTrip Bus,Bus Ticket,44.21,Successful,6166.91
6CE183C8,MERCH_0572,Ola,Taxi Fare,41.44,Successful,1461.31
03A66D6E,MERCH_0040,Jio,Mobile Recharge,7.62,Successful,9216.19
C6E2FAFE,MERCH_0194,PVR Cinemas,Movie Ticket,15.61,Successful,1364.09
41624DF1,MERCH_0895,Idea,Mobile Recharge,48.27,Successful,7375.09
CCE83300,MERCH_0131,SonyLIV,Streaming Service,10.79,Successful,4530.55
8C56D901,MERCH_0136,Yatra,Flight Booking,25.81,Successful,9188.37
37DE55DD,MERCH_0815,Airtel,Mobile Recharge,49.64,Successful,6937.57
DCB2D138,MERCH_0655,Airtel Broadband,Internet Bill,37.84,Successful,2714.71
13AE5ACF,MERCH_0756,Adani Gas,Gas Bill,10.87,Successful,9951.86
3D7551FE,MERCH_0884,Gujarat Gas,Gas Bill,38.14,Successful,5966.12
E1E29B21,MERCH_0046,Pantaloons,Gift Card,18.36,Failed,4047.32
8F596FCB,MERCH_0604,Hyderabad Water Board,Water Bill,4.51,Successful,9790.5
C94CFD21,MERCH_0027,RedBus,Bus Ticket,43.79,Successful,5350.78
3CDF0C5C,MERCH_0376,OYO Life,Rent Payment,6.82,Successful,2414.71
B79AF49A,MERCH_0703,Snapdeal,Online Shopping,9.95,Successful,3270.35
57A52F9C,MERCH_0807,Rapido,Taxi Fare,18.12,Successful,3345.08
1D108003,MERCH_0256,Carnival Cinemas,Movie Ticket,8.09,Successful,6769.07
1.83E+69,MERCH_0670,INOX,Movie Ticket,1.12,Successful,9655.86
E486040A,MERCH_0385,Bangalore Water Supply,Water Bill,32.66,Successful,7607.82
04CB9931,MERCH_0855,SBI,Loan Repayment,8.44,Successful,7373.87
5FD85A9A,MERCH_0956,Chennai Metro Water,Water Bill,31.17,Successful,8535.49
EC5D7422,MERCH_0934,Ola,Taxi Fare,42.17,Successful,7126.14
8434CEB0,MERCH_0010,SPI Cinemas,Movie Ticket,6.95,Successful,7247.97
57914ABE,MERCH_0351,Gujarat Gas,Gas Bill,9.39,Successful,8137.98
2BE65E02,MERCH_0192,Tata Power,Electricity Bill,12.96,Failed,1962.88
DE026482,MERCH_0770,Flipkart Supermart,Grocery Shopping,25.04,Successful,555.26
64D07106,MERCH_0655,OYO Life,Rent Payment,40.28,Successful,4441.47
181E2BDD,MERCH_0061,Airbnb,Hotel Booking,2.22,Successful,4951.39
10F98DE1,MERCH_0710,Bajaj Finserv,Loan Repayment,22.95,Successful,3362.1
B14DEC92,MERCH_0971,ICICI Bank,Loan Repayment,15.4,Successful,4267.2
933F3027,MERCH_0292,Amazon Prime,Streaming Service,28.95,Pending,6767.82
BA241797,MERCH_0116,LIC,Insurance Premium,43.5,Successful,4688.37
3C222554,MERCH_0657,Lifestyle,Gift Card,15.58,Successful,7534.2
88A1EF00,MERCH_0141,Max Life,Insurance Premium,23.02,Successful,8397.66
28D3E09D,MERCH_0290,Cleartrip,Flight Booking,14.67,Successful,6180.89
378257A0,MERCH_0351,SPI Cinemas,Movie Ticket,42.02,Successful,6734.68
AB301F82,MERCH_0859,INOX,Movie Ticket,7.1,Successful,3739.32
3ABC68B9,MERCH_0901,Airbnb,Rent Payment,12.72,Successful,5173.53
DF6CAD16,MERCH_0388,MakeMyTrip,Hotel Booking,4.88,Successful,2530.53
2191580E,MERCH_0874,Domino's,Food Delivery,32.09,Successful,2569.97
6A27EF26,MERCH_0645,Swiggy,Food Delivery,28.3,Successful,4871.3
84EC206F,MERCH_0394,ZEE5,Streaming Service,46.9,Successful,6841.41
6ED5D8FA,MERCH_0785,Amazon Prime,Streaming Service,19.57,Successful,8611.8
46D32C26,MERCH_0710,Jugnoo,Taxi Fare,7.36,Successful,3212.67
864E7F34,MERCH_0216,Call of Duty Mobile,Gaming Credits,44.15,Successful,2207.93
73C9162B,MERCH_0709,Cinepolis,Movie Ticket,47.77,Successful,2827.26
39878006,MERCH_0122,PVR Cinemas,Movie Ticket,17.91,Successful,2336.82
06F92265,MERCH_0775,Minecraft,Gaming Credits,8.98,Successful,2367.16
8643531B,MERCH_0665,Zomato,Food Delivery,28.4,Successful,6282.37
15B9AEFA,MERCH_0251,Udemy,Education Fee,26.09,Successful,2632.65
8871707A,MERCH_0495,PVR Cinemas,Movie Ticket,14.16,Successful,7319.88
BC679658,MERCH_0886,Delhi Jal Board,Water Bill,0.02,Successful,6518.42
17DA0276,MERCH_0816,Airtel,Mobile Recharge,30.06,Successful,5147.28
43712420,MERCH_0299,BSES,Electricity Bill,11.38,Successful,74.95
E7F7A133,MERCH_0712,Carnival Cinemas,Movie Ticket,24.4,Successful,1644.02
26F07EBF,MERCH_0730,Mahanagar Gas,Gas Bill,34.06,Successful,9079.18
F9868ED8,MERCH_0417,Vodafone,Mobile Recharge,0.7,Successful,7094.01
F3AB37D7,MERCH_0873,Amazon,Online Shopping,17.29,Successful,8091.76
DC79334C,MERCH_0021,Amazon Pantry,Grocery Shopping,26.26,Successful,437.6
F3A7E501,MERCH_0563,BigBasket,Grocery Shopping,24.39,Successful,6888.36
CAB552C2,MERCH_0176,Mahanagar Gas,Gas Bill,24.94,Successful,3316.21
137C221D,MERCH_0384,MakeMyTrip,Hotel Booking,7.38,Successful,7485.27
528F06EF,MERCH_0369,Mumbai Water,Water Bill,40.56,Successful,5140.64
F16E4796,MERCH_0684,Jio Fiber,Internet Bill,9.31,Successful,8070.61
EBC249C5,MERCH_0736,Grofers,Grocery Shopping,25.73,Successful,73.71
8DACB835,MERCH_0758,Jugnoo,Taxi Fare,15.3,Successful,8497.77
D35B4591,MERCH_0491,Hathway,Internet Bill,42.89,Successful,8649.37
1956B20D,MERCH_0791,SBI,Loan Repayment,41.7,Successful,7478.19
80577CA5,MERCH_0715,HDFC Life,Insurance Premium,4.1,Successful,2336.65
5D5EE2FF,MERCH_0727,Axis Bank,Loan Repayment,4.46,Successful,4020.52
8A2EC62C,MERCH_0196,Hathway,Internet Bill,33.8,Successful,6660.32
B6C8AF37,MERCH_0238,SBI,Loan Repayment,5.5,Successful,9051.95
5369E21D,MERCH_0568,BYJU'S,Education Fee,6.7,Successful,2743.58
8E9F6308,MERCH_0554,ICICI Bank,Loan Repayment,12.17,Successful,9030.1
7C57067E,MERCH_0455,ACT Fibernet,Internet Bill,41.18,Pending,1269.27
483093CA,MERCH_0764,Rapido,Taxi Fare,6.52,Successful,9023.79
A72A5904,MERCH_0848,Carnival Cinemas,Movie Ticket,20.52,Successful,7552.13
EE044693,MERCH_0636,Airtel,Mobile Recharge,25.94,Successful,9199.28
B3470CF3,MERCH_0480,SBI,Loan Repayment,33.54,Successful,4696.57
368AD102,MERCH_0151,Yatra,Flight Booking,27.93,Successful,4975.03
B7D27AC5,MERCH_0937,Myntra,Online Shopping,0.67,Failed,2477.22
9815933B,MERCH_0435,SBI Life,Insurance Premium,16.81,Successful,7706.62
B6176C0C,MERCH_0839,OYO Rooms,Hotel Booking,10.88,Successful,5731.95
D128BEA2,MERCH_0606,Hathway,Internet Bill,33.22,Successful,7109.59
7A2D8BAD,MERCH_0519,Lifestyle,Gift Card,27.86,Successful,3130.85
B8DB0B90,MERCH_0726,CESC,Electricity Bill,0.11,Successful,2927.16
88A89B25,MERCH_0612,Mahanagar Gas,Gas Bill,41.46,Successful,8080.27
7DBE84A6,MERCH_0045,Zomato,Food Delivery,8.65,Successful,2474.59
F682E226,MERCH_0163,Netflix,Streaming Service,49.02,Successful,6836.36
8.21E+07,MERCH_0200,BSNL Broadband,Internet Bill,25.1,Successful,1361.66
987C6B52,MERCH_0343,HDFC Bank,Loan Repayment,15.09,Successful,7801.04
54412665,MERCH_0948,ICICI Bank,Loan Repayment,22.33,Successful,2285.16
92936897,MERCH_0946,Carnival Cinemas,Movie Ticket,6.08,Successful,1407.15
F45ABDB3,MERCH_0243,Chennai Metro Water,Water Bill,17.63,Successful,8929.78
C87E6623,MERCH_0009,Netflix,Streaming Service,19.98,Successful,2847.45
D9A379D5,MERCH_0187,Snapdeal,Online Shopping,21.27,Successful,8360.85
BCEFE455,MERCH_0355,BigBasket,Grocery Shopping,21.85,Successful,160.08
4DF9A9AB,MERCH_0833,BSNL Broadband,Internet Bill,31.75,Successful,2471.17
223DBD19,MERCH_0237,Airbnb,Hotel Booking,17.17,Successful,5004.8
5.04E+06,MERCH_0299,Ola,Taxi Fare,8.05,Successful,7053.39
61C802B7,MERCH_0628,Pantaloons,Gift Card,5.95,Successful,2694.06
B1CD111D,MERCH_0732,Unacademy,Education Fee,15.0,Successful,672.85
1C0DE89B,MERCH_0373,Flipkart Supermart,Grocery Shopping,6.96,Successful,2634.55
31B6C7D6,MERCH_0198,Amazon Pantry,Grocery Shopping,32.32,Successful,3956.62
D92FB4EC,MERCH_0300,NoBroker,Rent Payment,6.74,Successful,6942.45
9235978D,MERCH_0381,Hyderabad Water Board,Water Bill,40.89,Successful,7281.74
F9FFC232,MERCH_0795,OYO Life,Rent Payment,33.46,Successful,3126.27
7844AB23,MERCH_0956,Grofers,Grocery Shopping,22.22,Successful,5781.18
C93FBE21,MERCH_0941,Jugnoo,Taxi Fare,44.26,Failed,6456.23
AC5529D3,MERCH_0788,Uber,Taxi Fare,35.79,Successful,5869.72
ADDF9552,MERCH_0695,Jugnoo,Taxi Fare,13.91,Successful,7089.76
98CD3611,MERCH_0587,Shoppers Stop,Gift Card,44.46,Successful,9519.6
0EB3677D,MERCH_0356,HDFC Bank,Loan Repayment,20.74,Pending,3230.96
83BDA7D0,MERCH_0189,SonyLIV,Streaming Service,19.73,Successful,7415.23
B3B32420,MERCH_0928,Mahanagar Gas,Gas Bill,2.83,Successful,2645.21
AED7D275,MERCH_0925,Coursera,Education Fee,22.02,Successful,401.58
37FA3CC3,MERCH_0328,Snapdeal,Online Shopping,39.86,Successful,2077.46
C34E1E9C,MERCH_0821,ICICI Bank,Loan Repayment,4.79,Successful,5821.67
E6DA54CE,MERCH_0759,Indraprastha Gas,Gas Bill,41.95,Successful,9885.68
483DFFEF,MERCH_0573,Mumbai Water,Water Bill,13.85,Failed,6969.1
2AF9CDB1,MERCH_0286,BSES,Electricity Bill,33.98,Successful,3057.14
BDE9E0D4,MERCH_0290,Tata Power,Electricity Bill,17.7,Successful,1040.5
8E5B30FC,MERCH_0610,Housing.com,Rent Payment,41.9,Successful,2013.18
4924C4F6,MERCH_0465,CESC,Electricity Bill,18.67,Successful,3638.13
65BB0AE4,MERCH_0356,Bangalore Water Supply,Water Bill,6.97,Successful,8709.69
9F0CB976,MERCH_0261,SonyLIV,Streaming Service,11.5,Successful,1185.29
411CB7BF,MERCH_0091,Idea,Mobile Recharge,17.95,Successful,8091.0
62CC46D3,MERCH_0859,Grofers,Grocery Shopping,16.93,Successful,1356.21
C90D999C,MERCH_0384,Netflix,Streaming Service,1.01,Successful,8616.31
B9767A2C,MERCH_0546,Treebo,Hotel Booking,27.0,Successful,4871.08
081A6374,MERCH_0635,Gujarat Gas,Gas Bill,2.75,Successful,7105.76
E0977A71,MERCH_0993,Unacademy,Education Fee,11.55,Successful,5732.04
4BE0BC5F,MERCH_0699,Airtel,Mobile Recharge,43.43,Successful,9201.31
FBEDD28B,MERCH_0907,Gujarat Gas,Gas Bill,34.08,Successful,4612.4
8D3E721D,MERCH_0963,LIC,Insurance Premium,12.75,Successful,2402.68
8BA1B927,MERCH_0595,Netflix,Streaming Service,27.24,Successful,9849.68
0ACF817C,MERCH_0075,INOX,Movie Ticket,34.68,Successful,9168.51
E96CD47D,MERCH_0888,OYO Rooms,Hotel Booking,42.82,Successful,1495.39
49ED4161,MERCH_0951,SBI,Loan Repayment,6.67,Failed,3934.07
3BD59362,MERCH_0995,Snapdeal,Online Shopping,6.6,Successful,3868.01
3.58E+76,MERCH_0809,MakeMyTrip,Hotel Booking,30.42,Successful,7291.55
9C57D580,MERCH_0748,Netflix,Streaming Service,27.37,Successful,7933.21
F616A564,MERCH_0113,Flipkart Supermart,Grocery Shopping,19.83,Successful,9799.38
C08171CB,MERCH_0033,Jio Fiber,Internet Bill,0.78,Successful,1356.99
0AD5A9D7,MERCH_0301,Cinepolis,Movie Ticket,24.56,Successful,5758.02
86B62DB7,MERCH_0758,Vodafone,Mobile Recharge,47.09,Successful,1063.43
41F4ECE6,MERCH_0682,ZEE5,Streaming Service,39.64,Successful,8909.24
AB8171DA,MERCH_0927,SPI Cinemas,Movie Ticket,48.06,Successful,3314.28
D37DA579,MERCH_0357,NoBroker,Rent Payment,45.54,Successful,7404.03
919F0FE0,MERCH_0238,Hyderabad Water Board,Water Bill,46.95,Successful,5043.16
4CEFEDB9,MERCH_0409,Amazon,Online Shopping,44.13,Successful,8268.23
12576EC8,MERCH_0400,Amazon Pantry,Grocery Shopping,28.79,Successful,3809.64
BB2C2245,MERCH_0329,Indraprastha Gas,Gas Bill,4.48,Failed,437.11
85817FCE,MERCH_0870,Max Life,Insurance Premium,18.33,Successful,705.67
45C71379,MERCH_0636,Jio Fiber,Internet Bill,45.02,Successful,4219.36
2E0A839B,MERCH_0497,BigBasket,Grocery Shopping,4.59,Successful,5971.8
E27B6A12,MERCH_0770,SBI Life,Insurance Premium,38.7,Successful,2962.72
6F558002,MERCH_0826,Reliance Energy,Electricity Bill,7.45,Successful,5603.52
112FF797,MERCH_0455,Domino's,Food Delivery,25.2,Successful,7546.05
4B6A9D79,MERCH_0408,Coursera,Education Fee,19.1,Successful,5343.17
CBFC91CD,MERCH_0095,Pantaloons,Gift Card,14.45,Successful,4139.61
AED7B885,MERCH_0201,Yatra,Flight Booking,37.19,Successful,4825.33
5ADC670C,MERCH_0642,Jio,Mobile Recharge,38.67,Successful,5598.47
597007BD,MERCH_0625,Ola,Taxi Fare,47.09,Successful,6898.89
4C46E472,MERCH_0895,BSNL,Mobile Recharge,44.9,Successful,1714.33
5D9F5BA5,MERCH_0306,Jugnoo,Taxi Fare,26.71,Successful,587.09
3273933B,MERCH_0207,Unacademy,Education Fee,21.88,Successful,9272.02
DB240087,MERCH_0122,Meru,Taxi Fare,12.06,Successful,2575.62
73AAEFB1,MERCH_0797,Carnival Cinemas,Movie Ticket,21.24,Successful,3619.0
E9B1C5D6,MERCH_0329,Myntra,Online Shopping,28.12,Successful,2143.43
2A8C2CC9,MERCH_0294,Myntra,Online Shopping,12.46,Successful,5432.82
AF252767,MERCH_0752,MSEDCL,Electricity Bill,31.96,Successful,1379.37
6A993727,MERCH_0832,Call of Duty Mobile,Gaming Credits,33.12,Successful,9893.27
EF062FBD,MERCH_0083,SPI Cinemas,Movie Ticket,18.38,Successful,173.61
91A40AAF,MERCH_0154,ICICI Prudential,Insurance Premium,13.37,Successful,8132.53
B0A4C026,MERCH_0784,MakeMyTrip,Hotel Booking,3.43,Successful,3124.59
467908EC,MERCH_0079,Flipkart,Gift Card,9.0,Successful,1546.73
4A8ACF4E,MERCH_0417,MakeMyTrip,Hotel Booking,48.81,Successful,5648.14
13ED6B6D,MERCH_0943,Uber,Taxi Fare,16.72,Successful,8627.12
362525A9,MERCH_0888,MakeMyTrip Bus,Bus Ticket,22.84,Successful,137.61
1786A37E,MERCH_0656,Cinepolis,Movie Ticket,43.66,Successful,7885.75
21BDCEED,MERCH_0864,Snapdeal,Online Shopping,30.17,Successful,8975.66
278CA942,MERCH_0317,MakeMyTrip,Hotel Booking,6.32,Successful,4408.5
D5B2767C,MERCH_0631,Nature's Basket,Grocery Shopping,11.08,Successful,88.01
E3CE08A3,MERCH_0256,Udemy,Education Fee,47.14,Successful,359.97
AB8751F3,MERCH_0022,Cinepolis,Movie Ticket,33.73,Successful,1923.53
36F32A8F,MERCH_0828,Grofers,Grocery Shopping,42.75,Successful,3962.76
500D95B6,MERCH_0204,Paytm Bus,Bus Ticket,12.24,Successful,9895.52
70176770,MERCH_0445,Cinepolis,Movie Ticket,29.3,Successful,2062.18
293A6591,MERCH_0792,BSNL Broadband,Internet Bill,41.15,Successful,9619.63
9C838DA1,MERCH_0150,Roblox,Gaming Credits,44.5,Successful,5234.32
0138FB36,MERCH_0811,Airbnb,Rent Payment,16.13,Successful,176.23
5A6FEA71,MERCH_0228,BSNL,Mobile Recharge,13.73,Successful,710.4
DAEC1F4E,MERCH_0561,Goibibo,Bus Ticket,7.09,Successful,6163.15
C02E3F5B,MERCH_0144,Jugnoo,Taxi Fare,24.15,Successful,2032.97
FF8B7945,MERCH_0651,Airbnb,Hotel Booking,7.62,Successful,9174.89
9A6714A5,MERCH_0874,Bajaj Finserv,Loan Repayment,13.83,Successful,7161.3
AB58574A,MERCH_0515,Jio,Mobile Recharge,46.1,Successful,6150.31
C3005F7F,MERCH_0122,Swiggy,Food Delivery,0.11,Successful,6383.73
0F2F878B,MERCH_0989,SPI Cinemas,Movie Ticket,5.69,Successful,3821.38
D0C27AAA,MERCH_0321,Fab Hotels,Hotel Booking,31.08,Successful,3050.06
